UserID,First Name,Last Name,Email,Country,City,Age,Gender,Marital Status,Education,Employment Status,Industry,Years of Experience,Annual Salary (USD),Device Used,Platform,Internet Usage Level,Preferred Language,Signed Up From,Date Joined,Last Active Date,Purchased,Subscription Type,Account Verified,Credit Score,Referral Used,Number of Logins,Cart Abandonment Rate (%),Loyalty Score,Customer Segment
U100116,Angela,Romero,anna04@example.net,Japan,Romanburgh,50.0,Female,Married,Master,Student,Finance,23.0,101262.0,Tablet,iOS,Moderate,Mandarin,Direct,2024-08-01,2025-06-10,Yes,Enterprise,Yes,849.0,Yes,268.0,66.73,9.0,Budget
U100118,Michael,Cohen,wcarter@example.com,UK,West Joshua,59.0,Female,Single,Bachelor,Unemployed,Retail,6.0,164378.0,Mobile,Android,Moderate,English,Referral,2020-07-12,2025-06-01,No,Enterprise,Yes,325.0,Yes,213.0,78.83,5.0,Premium
U100127,Emily,Owen,leenathan@example.net,India,Mariehaven,50.0,Male,Widowed,Bachelor,Employed,IT,5.0,188402.0,Mobile,Linux,Moderate,English,Direct,2023-10-31,2025-06-07,Yes,Enterprise,Yes,300.0,Yes,394.0,44.22,6.0,Premium
U100128,Stephanie,Thompson,jasonsnyder@example.com,France,Escobarberg,65.0,Female,Married,High School,Employed,IT,36.0,143593.0,Tablet,Linux,Heavy,Spanish,Email,2024-02-08,2025-06-15,Yes,Free,No,822.0,No,450.0,98.98,1.0,Budget
U100131,Jonathan,Carter,guerrerosamuel@example.com,Egypt,Cannonview,54.0,Female,Divorced,Diploma,Employed,Retail,3.0,115758.0,Desktop,Linux,Moderate,Portuguese,Referral,2024-10-12,2025-06-12,No,Free,No,431.0,Yes,286.0,73.35,7.0,Budget
U100133,Mary,Jones,raykimberly@example.org,Canada,Johnsonland,61.0,Female,Single,High School,Student,IT,12.0,142139.0,Desktop,Android,Heavy,Hindi,Email,2022-02-11,2025-05-31,Yes,Free,No,410.0,Yes,16.0,5.9,5.0,Mid-tier
U100137,Benjamin,Lawrence,sara57@example.org,Russia,Kennethton,52.0,Female,Single,High School,Self-Employed,IT,25.0,119596.0,Mobile,Windows,Moderate,French,Direct,2022-10-19,2025-06-24,Yes,Basic,Yes,407.0,Yes,189.0,11.85,9.0,Mid-tier
U100141,Nicole,Rodriguez,esanders@example.net,Brazil,West Melissa,64.0,Male,Widowed,PhD,Unemployed,Manufacturing,36.0,144798.0,Tablet,iOS,Heavy,Arabic,Direct,2021-12-28,2025-06-09,No,Free,Yes,376.0,No,109.0,26.51,4.0,Mid-tier
U100148,Monica,Williams,qrobbins@example.net,UK,Lake Kara,56.0,Male,Widowed,High School,Self-Employed,Finance,31.0,134478.0,Mobile,iOS,Light,Mandarin,Referral,2021-07-18,2025-06-13,Yes,Enterprise,Yes,513.0,No,107.0,59.03,8.0,Budget
U100154,Jonathan,Wallace,billy12@example.org,Mexico,Camposstad,59.0,Male,Married,Bachelor,Self-Employed,Logistics,28.0,149749.0,Mobile,macOS,Heavy,English,Social Media,2020-12-20,2025-06-16,No,Premium,Yes,387.0,Yes,239.0,3.29,6.0,Mid-tier
U100157,Cody,Jones,ggordon@example.net,Japan,Port Scott,49.0,Male,Married,Master,Employed,Manufacturing,30.0,106084.0,Desktop,macOS,Moderate,Hindi,Ad Campaign,2023-05-08,2025-05-29,Yes,Free,Yes,324.0,Yes,448.0,20.72,6.0,Mid-tier
U100158,Scott,Walsh,littlecindy@example.org,Mexico,Sarahbury,56.0,Female,Widowed,Bachelor,Employed,Healthcare,21.0,190824.0,Mobile,Windows,Heavy,Spanish,Ad Campaign,2022-11-20,2025-06-26,No,Premium,Yes,524.0,No,138.0,84.05,3.0,Mid-tier
U100163,Lisa,Simon,nichole16@example.com,Canada,North Sheilafurt,47.0,Non-Binary,Married,Master,Self-Employed,Logistics,0.0,137793.0,Mobile,Linux,Light,French,Email,2024-05-10,2025-06-07,No,Free,Yes,417.0,Yes,326.0,94.52,3.0,Mid-tier
U100166,Samantha,Diaz,rebecca45@example.org,Germany,Johnmouth,56.0,Male,Married,Bachelor,Unemployed,Healthcare,35.0,102651.0,Tablet,Windows,Heavy,Spanish,Social Media,2021-02-16,2025-05-30,No,Enterprise,Yes,355.0,Yes,254.0,34.59,9.0,Mid-tier
U100170,Dennis,Norman,asingh@example.com,Egypt,New Christopherburgh,46.0,Male,Married,Bachelor,Student,Finance,24.0,114333.0,Tablet,Android,Heavy,French,Ad Campaign,2020-11-22,2025-05-31,No,Enterprise,No,705.0,No,345.0,85.37,7.0,Mid-tier
U100171,Larry,Johnson,sanfordstephanie@example.com,India,South Michael,53.0,Non-Binary,Married,Master,Unemployed,Logistics,29.0,178369.0,Mobile,iOS,Heavy,Spanish,Direct,2020-07-16,2025-05-30,No,Free,Yes,414.0,No,293.0,33.03,4.0,Budget
U100173,Linda,Mclean,aedwards@example.net,USA,South Benjaminhaven,49.0,Male,Single,PhD,Unemployed,Finance,30.0,169040.0,Desktop,iOS,Moderate,Arabic,Social Media,2020-07-24,2025-06-20,Yes,Enterprise,Yes,633.0,No,452.0,25.42,1.0,Budget
U100184,William,Peterson,jonesthomas@example.com,South Korea,Chenborough,61.0,Non-Binary,Single,PhD,Employed,IT,17.0,156852.0,Mobile,macOS,Light,French,Email,2024-06-07,2025-06-12,No,Premium,No,383.0,No,453.0,43.38,4.0,Premium
U100185,Joshua,Chapman,jonathan85@example.org,Nigeria,Markberg,61.0,Male,Divorced,PhD,Student,Education,15.0,154733.0,Desktop,Windows,Light,Mandarin,Social Media,2022-09-25,2025-06-24,Yes,Basic,No,697.0,Yes,43.0,62.01,4.0,Mid-tier
U100191,Lisa,Brown,rachel95@example.com,UK,Jacobland,56.0,Non-Binary,Divorced,Master,Unemployed,Education,29.0,110085.0,Mobile,Linux,Heavy,English,Email,2021-08-31,2025-06-18,No,Enterprise,No,659.0,No,29.0,29.94,2.0,Budget
U100195,Frederick,Barry,mmartin@example.org,Russia,Matthewfurt,69.0,Female,Married,Master,Employed,Education,4.0,122915.0,Desktop,iOS,Moderate,Spanish,Social Media,2025-01-03,2025-06-25,No,Enterprise,Yes,823.0,No,362.0,56.84,8.0,Mid-tier
U100199,Alex,Roberts,danielbaker@example.com,Egypt,Campbellfurt,56.0,Male,Divorced,High School,Employed,Retail,33.0,192762.0,Mobile,Windows,Moderate,Hindi,Email,2021-03-17,2025-06-12,Yes,Free,Yes,522.0,Yes,289.0,87.96,1.0,Mid-tier
U100204,Julie,Washington,jordanmary@example.com,Canada,North Jasonton,54.0,Non-Binary,Married,Master,Student,Finance,13.0,176175.0,Mobile,Android,Light,French,Referral,2022-10-04,2025-06-26,No,Free,No,748.0,No,140.0,64.92,4.0,Premium
U100206,Caroline,Mckay,sarahmoses@example.org,Nigeria,Peterfort,68.0,Non-Binary,Married,PhD,Unemployed,Finance,11.0,137512.0,Mobile,Windows,Heavy,Mandarin,Social Media,2023-12-17,2025-06-09,No,Basic,Yes,400.0,No,184.0,21.1,8.0,Mid-tier
U100207,Charles,Livingston,penningtonlawrence@example.net,India,South Ericfort,59.0,Non-Binary,Widowed,Bachelor,Unemployed,Finance,4.0,180915.0,Desktop,iOS,Moderate,Mandarin,Social Media,2022-04-08,2025-06-18,No,Premium,No,566.0,No,23.0,13.12,2.0,Mid-tier
U100208,Mackenzie,Weeks,dthomas@example.org,Mexico,North Elaine,61.0,Male,Single,PhD,Self-Employed,IT,1.0,196536.0,Desktop,macOS,Heavy,Arabic,Direct,2020-11-19,2025-06-09,No,Premium,Yes,365.0,Yes,7.0,44.87,9.0,Premium
U100212,Whitney,Lopez,marvin00@example.net,Australia,Port Nicholasstad,49.0,Male,Single,Diploma,Unemployed,Education,23.0,138263.0,Desktop,iOS,Heavy,Hindi,Direct,2021-10-14,2025-06-24,Yes,Premium,No,688.0,Yes,53.0,75.21,4.0,Mid-tier
U100215,Sydney,Webb,thompsonjesse@example.org,Australia,Lake Anna,69.0,Non-Binary,Widowed,Diploma,Unemployed,Education,38.0,193563.0,Tablet,Android,Heavy,Mandarin,Referral,2021-06-29,2025-05-29,Yes,Enterprise,No,717.0,Yes,462.0,62.72,6.0,Mid-tier
U100216,Wendy,Martin,umitchell@example.com,Russia,Travistown,66.0,Non-Binary,Widowed,PhD,Self-Employed,Healthcare,10.0,128568.0,Desktop,macOS,Light,Spanish,Direct,2024-04-30,2025-06-17,No,Free,No,650.0,No,98.0,32.24,7.0,Budget
U100217,Bradley,Watson,kimbrett@example.net,USA,Port Brentport,66.0,Male,Widowed,Bachelor,Student,Manufacturing,13.0,129550.0,Desktop,iOS,Light,Mandarin,Direct,2023-01-11,2025-06-11,Yes,Premium,Yes,454.0,No,194.0,40.55,9.0,Premium
U100225,John,Davis,deborahdavidson@example.com,France,West Kyleside,66.0,Non-Binary,Widowed,High School,Employed,Retail,4.0,198943.0,Desktop,Android,Light,Mandarin,Referral,2023-01-03,2025-06-08,Yes,Enterprise,Yes,737.0,Yes,357.0,46.96,4.0,Premium
U100234,Pamela,Morgan,jharvey@example.org,Russia,South David,50.0,Female,Single,High School,Employed,Logistics,4.0,122801.0,Tablet,iOS,Light,Hindi,Referral,2020-10-12,2025-06-02,Yes,Premium,No,326.0,No,345.0,27.55,6.0,Premium
U100242,David,Smith,elizabethgonzalez@example.com,Brazil,Garciahaven,49.0,Male,Divorced,Diploma,Employed,Finance,39.0,128627.0,Tablet,iOS,Moderate,Portuguese,Direct,2022-10-08,2025-06-23,Yes,Enterprise,Yes,686.0,Yes,324.0,54.15,8.0,Budget
U100250,Glenda,Hawkins,bzhang@example.com,Russia,Lake Jessica,51.0,Male,Divorced,PhD,Student,Healthcare,25.0,184159.0,Desktop,iOS,Heavy,English,Social Media,2024-08-09,2025-06-13,Yes,Premium,Yes,684.0,No,173.0,40.29,5.0,Budget
U100254,Tara,Lewis,hunteralison@example.com,Mexico,Acostaside,65.0,Non-Binary,Single,High School,Self-Employed,IT,4.0,121434.0,Tablet,Linux,Light,Spanish,Email,2023-01-11,2025-06-04,No,Basic,Yes,723.0,No,28.0,74.33,2.0,Premium
U100256,Rebecca,Holden,walkerjonathan@example.com,China,Port Laurieborough,50.0,Non-Binary,Married,Diploma,Unemployed,Retail,12.0,120296.0,Mobile,Android,Heavy,English,Ad Campaign,2023-03-24,2025-06-11,No,Premium,Yes,679.0,Yes,362.0,76.4,1.0,Premium
U100272,Tanya,Rice,seanpeterson@example.com,France,Jacksonfort,58.0,Male,Married,Diploma,Employed,Education,33.0,193543.0,Mobile,macOS,Moderate,French,Social Media,2023-12-21,2025-06-10,No,Enterprise,No,619.0,No,263.0,24.57,2.0,Budget
U100273,Sarah,Stephens,jessefreeman@example.net,Russia,Randallchester,50.0,Non-Binary,Widowed,Bachelor,Employed,Logistics,37.0,193976.0,Desktop,Android,Light,Spanish,Ad Campaign,2023-05-10,2025-06-12,Yes,Enterprise,No,849.0,No,75.0,85.7,2.0,Premium
U100277,Shannon,Love,ramseyerica@example.org,Mexico,North Deborah,57.0,Male,Widowed,Bachelor,Unemployed,IT,2.0,137939.0,Tablet,iOS,Moderate,Spanish,Email,2020-11-19,2025-06-04,No,Premium,No,624.0,Yes,421.0,21.83,8.0,Premium
U100282,Elizabeth,Fox,patricia95@example.org,UK,Millerville,67.0,Female,Single,Master,Unemployed,Healthcare,14.0,199402.0,Desktop,iOS,Heavy,Portuguese,Social Media,2021-01-27,2025-06-06,No,Premium,Yes,579.0,Yes,117.0,22.29,1.0,Mid-tier
U100286,Kyle,Patterson,bperry@example.net,Russia,West Tanya,59.0,Male,Single,Master,Student,Finance,7.0,119395.0,Desktop,Android,Moderate,Hindi,Direct,2023-12-18,2025-06-26,No,Enterprise,No,595.0,No,382.0,20.23,3.0,Premium
U100291,Mary,Jensen,huntvickie@example.com,France,Cookville,65.0,Female,Single,PhD,Employed,Healthcare,28.0,160269.0,Desktop,Linux,Light,English,Direct,2023-12-27,2025-06-22,Yes,Premium,No,752.0,No,11.0,12.15,6.0,Mid-tier
U100293,Garrett,Acevedo,laurabrown@example.org,Brazil,South Alexander,66.0,Non-Binary,Single,High School,Employed,Healthcare,12.0,182891.0,Desktop,Android,Moderate,Portuguese,Ad Campaign,2021-03-09,2025-06-12,No,Premium,No,512.0,No,61.0,93.37,1.0,Mid-tier
U100296,Katherine,Weiss,johnsonkevin@example.org,Australia,South Kimberly,65.0,Non-Binary,Divorced,High School,Employed,Retail,25.0,129531.0,Tablet,Android,Light,Arabic,Social Media,2023-04-26,2025-06-01,Yes,Premium,Yes,344.0,Yes,413.0,89.07,7.0,Premium
U100299,Jesse,Gilbert,alicemurray@example.org,France,East Darrylland,54.0,Non-Binary,Divorced,Master,Unemployed,Education,27.0,183824.0,Desktop,Android,Light,Arabic,Direct,2023-03-05,2025-06-24,No,Basic,Yes,806.0,Yes,241.0,92.67,7.0,Budget
U100305,Wendy,Davidson,lijacob@example.org,France,North Meganhaven,65.0,Non-Binary,Divorced,Diploma,Self-Employed,Education,13.0,116881.0,Desktop,Android,Heavy,Spanish,Direct,2023-10-16,2025-06-19,Yes,Basic,Yes,482.0,Yes,169.0,77.56,3.0,Budget
U100310,Kevin,Williams,smithdana@example.net,Brazil,Patriciachester,50.0,Non-Binary,Divorced,Master,Employed,Education,7.0,157662.0,Desktop,iOS,Moderate,Hindi,Ad Campaign,2022-10-02,2025-06-08,No,Basic,No,665.0,No,385.0,17.94,4.0,Premium
U100312,Michele,Fox,stacywilson@example.net,Australia,West Rosshaven,69.0,Female,Divorced,Bachelor,Unemployed,Education,25.0,147095.0,Mobile,Android,Light,Arabic,Ad Campaign,2024-07-24,2025-06-16,Yes,Enterprise,Yes,611.0,Yes,459.0,27.61,9.0,Budget
U100316,Blake,Johnson,sandersselena@example.net,Nigeria,South Michelleville,53.0,Male,Married,PhD,Self-Employed,Logistics,37.0,177647.0,Mobile,Android,Light,Spanish,Direct,2025-05-12,2025-06-23,No,Enterprise,No,710.0,Yes,350.0,74.66,9.0,Mid-tier
U100318,Shelley,Mullen,jamesrodriguez@example.com,Australia,New Corystad,57.0,Female,Divorced,Bachelor,Student,Logistics,32.0,120539.0,Mobile,iOS,Heavy,Portuguese,Email,2025-01-09,2025-06-04,Yes,Basic,No,713.0,Yes,442.0,71.4,2.0,Premium
U100320,Troy,Woods,freed@example.org,Mexico,Kathyburgh,52.0,Non-Binary,Widowed,High School,Self-Employed,Retail,37.0,156691.0,Desktop,Linux,Light,French,Referral,2021-11-04,2025-06-24,No,Basic,Yes,462.0,Yes,110.0,13.69,6.0,Budget
U100325,Robert,Higgins,joneskaren@example.org,Nigeria,Gomezville,46.0,Female,Widowed,Diploma,Student,IT,39.0,160538.0,Desktop,macOS,Heavy,Portuguese,Ad Campaign,2024-04-24,2025-06-21,Yes,Basic,Yes,369.0,Yes,207.0,86.03,6.0,Budget
U100333,Angela,Joseph,kelleydebra@example.com,USA,Schneiderchester,53.0,Non-Binary,Widowed,Diploma,Employed,IT,2.0,144076.0,Mobile,Linux,Moderate,Hindi,Email,2022-10-16,2025-06-21,No,Premium,No,635.0,No,441.0,10.13,6.0,Mid-tier
U100334,Melody,Patterson,tfoster@example.org,UK,Cherylport,50.0,Male,Married,High School,Student,Logistics,23.0,123363.0,Mobile,iOS,Light,Spanish,Email,2023-05-24,2025-06-04,No,Premium,No,590.0,No,69.0,76.26,2.0,Budget
U100348,Cheryl,Cruz,kramsey@example.net,Canada,Johnsontown,68.0,Male,Widowed,Diploma,Self-Employed,Healthcare,8.0,158877.0,Desktop,Linux,Moderate,Spanish,Ad Campaign,2024-08-19,2025-06-04,Yes,Basic,No,584.0,Yes,473.0,4.64,2.0,Budget
U100352,Richard,Powell,middletoneileen@example.com,China,Kathleenshire,47.0,Non-Binary,Divorced,Diploma,Self-Employed,IT,35.0,166581.0,Mobile,Linux,Heavy,Portuguese,Social Media,2020-07-01,2025-06-22,No,Basic,No,773.0,Yes,441.0,76.0,5.0,Budget
U100354,Katelyn,Scott,rcummings@example.com,France,Richardsonside,55.0,Female,Married,Diploma,Self-Employed,Education,21.0,166591.0,Tablet,Linux,Light,French,Referral,2021-05-30,2025-06-19,Yes,Premium,Yes,445.0,No,67.0,32.16,1.0,Budget
U100356,Jennifer,Hines,staceykhan@example.net,France,North Barbara,68.0,Non-Binary,Married,PhD,Unemployed,Education,4.0,162247.0,Desktop,Linux,Light,French,Email,2023-07-02,2025-06-20,No,Premium,No,809.0,Yes,395.0,24.4,7.0,Premium
U100360,Heidi,Harrison,robin41@example.org,Canada,East Cynthia,51.0,Female,Divorced,High School,Self-Employed,Healthcare,18.0,160286.0,Tablet,iOS,Moderate,French,Email,2023-10-13,2025-06-18,No,Basic,Yes,388.0,No,478.0,81.16,4.0,Mid-tier
U100363,Mary,Phillips,richard22@example.net,Nigeria,East Coreyhaven,50.0,Male,Widowed,High School,Employed,Finance,12.0,156046.0,Mobile,macOS,Light,English,Email,2022-12-21,2025-06-26,No,Basic,No,704.0,Yes,390.0,66.58,5.0,Budget
U100365,Anthony,Washington,glenndale@example.com,China,Hansenmouth,64.0,Non-Binary,Widowed,High School,Unemployed,Manufacturing,35.0,196288.0,Desktop,Android,Light,Hindi,Email,2023-05-21,2025-06-08,No,Enterprise,No,342.0,Yes,487.0,49.95,9.0,Premium
U100366,Andrew,Rice,peter80@example.com,Russia,East Kenneth,50.0,Non-Binary,Widowed,Master,Employed,Finance,36.0,164912.0,Tablet,Android,Moderate,Arabic,Ad Campaign,2025-01-21,2025-06-11,No,Premium,Yes,773.0,No,43.0,81.34,1.0,Premium
U100376,Danielle,Briggs,amanda05@example.net,Australia,North Tarahaven,47.0,Non-Binary,Divorced,Master,Employed,Logistics,1.0,148375.0,Desktop,macOS,Light,Portuguese,Ad Campaign,2023-09-29,2025-06-19,Yes,Basic,No,829.0,No,445.0,73.69,1.0,Mid-tier
U100380,April,Nash,timford@example.com,Russia,Muellerport,52.0,Non-Binary,Married,PhD,Unemployed,Finance,13.0,181099.0,Tablet,macOS,Heavy,Mandarin,Direct,2021-07-29,2025-06-12,Yes,Premium,Yes,324.0,No,363.0,19.68,1.0,Mid-tier
U100381,Jennifer,Sullivan,catherinebond@example.org,Egypt,Port Sean,58.0,Male,Divorced,Bachelor,Self-Employed,IT,12.0,177540.0,Desktop,Windows,Heavy,Hindi,Social Media,2025-06-12,2025-06-03,No,Basic,No,812.0,Yes,430.0,3.51,4.0,Premium
U100384,Michelle,Jones,nbutler@example.org,Germany,West Nicholas,46.0,Male,Widowed,High School,Student,Logistics,17.0,104268.0,Desktop,Linux,Light,Hindi,Ad Campaign,2023-09-04,2025-06-26,No,Enterprise,No,380.0,Yes,221.0,15.42,9.0,Premium
U100389,Curtis,Reed,geoffreybarnes@example.net,China,West Michaelshire,50.0,Female,Widowed,Master,Student,Healthcare,30.0,160283.0,Mobile,Android,Light,English,Email,2023-06-15,2025-06-14,Yes,Free,No,608.0,No,219.0,61.31,8.0,Budget
U100398,Thomas,West,catherinetucker@example.com,Russia,Palmershire,59.0,Male,Married,PhD,Employed,Education,38.0,134607.0,Desktop,Android,Heavy,Hindi,Ad Campaign,2021-02-15,2025-06-11,Yes,Premium,No,508.0,Yes,470.0,56.21,2.0,Premium
U100399,Julia,Chan,andrewchandler@example.org,Egypt,North Seantown,48.0,Male,Widowed,Bachelor,Self-Employed,Retail,7.0,177661.0,Tablet,Linux,Moderate,Hindi,Direct,2025-05-18,2025-06-18,Yes,Basic,Yes,381.0,No,96.0,11.71,9.0,Mid-tier
U100401,Jacqueline,Barker,andreamckenzie@example.net,Nigeria,Higginsborough,57.0,Non-Binary,Single,Diploma,Student,Manufacturing,28.0,198158.0,Tablet,Android,Heavy,Arabic,Referral,2023-01-27,2025-06-11,No,Basic,No,338.0,No,357.0,59.47,9.0,Premium
U100411,Theresa,Owens,shawn31@example.org,Germany,Port Keithborough,59.0,Female,Married,PhD,Employed,Retail,3.0,147219.0,Desktop,Android,Light,English,Email,2024-08-22,2025-06-12,Yes,Basic,No,436.0,No,231.0,42.93,4.0,Budget
U100415,Manuel,Adkins,cartereric@example.com,India,Bushfort,57.0,Female,Widowed,Master,Self-Employed,Finance,5.0,134283.0,Mobile,Windows,Moderate,Spanish,Referral,2021-09-17,2025-06-19,Yes,Free,No,373.0,Yes,380.0,57.25,2.0,Mid-tier
U100418,Michelle,Miller,scott30@example.net,Australia,Jasonborough,60.0,Female,Divorced,PhD,Self-Employed,IT,34.0,125859.0,Mobile,Windows,Heavy,Portuguese,Ad Campaign,2022-01-04,2025-06-25,Yes,Basic,Yes,465.0,Yes,415.0,0.94,8.0,Mid-tier
