UserID,First Name,Last Name,Email,Country,City,Age,Gender,Marital Status,Education,Employment Status,Industry,Years of Experience,Annual Salary (USD),Device Used,Platform,Internet Usage Level,Preferred Language,Signed Up From,Date Joined,Last Active Date,Purchased,Subscription Type,Account Verified,Credit Score,Referral Used,Number of Logins,Cart Abandonment Rate (%),Loyalty Score,Customer Segment
U100423,Nicole,Wallace,erinmoyer@example.net,India,South Moniquetown,43.0,Male,Divorced,High School,Employed,Logistics,16.0,190758.0,Desktop,Linux,Heavy,French,Ad Campaign,2021-09-14,2025-06-03,Yes,Basic,No,407.0,Yes,75.0,47.01,1.0,Budget
U100425,Heather,Miranda,taramckay@example.org,Nigeria,Fisherberg,67.0,Female,Widowed,PhD,Self-Employed,Education,21.0,194653.0,Mobile,macOS,Heavy,Hindi,Email,2020-09-26,2025-06-22,Yes,Premium,Yes,480.0,Yes,124.0,46.06,4.0,Mid-tier
U100427,Willie,Cooper,gbrown@example.org,Russia,New Ashleyview,41.0,Non-Binary,Single,High School,Unemployed,Finance,21.0,195946.0,Desktop,Linux,Moderate,Mandarin,Direct,2022-05-19,2025-06-07,Yes,Free,Yes,450.0,No,304.0,91.17,8.0,Premium
U100433,Sarah,Thomas,ccarroll@example.com,USA,Mitchellbury,18.0,Male,Divorced,Diploma,Student,Logistics,8.0,183501.0,Mobile,Windows,Heavy,Portuguese,Email,2021-05-14,2025-06-18,Yes,Basic,No,463.0,Yes,478.0,71.72,4.0,Budget
U100457,Amy,Gray,barbara98@example.net,Brazil,East Stephenland,60.0,Male,Single,Diploma,Student,Logistics,14.0,191379.0,Tablet,Windows,Heavy,Arabic,Ad Campaign,2020-07-07,2025-06-09,No,Premium,Yes,530.0,No,137.0,48.57,1.0,Budget
U100459,Bradley,Lopez,julia52@example.com,Japan,North Adriantown,50.0,Female,Widowed,Bachelor,Self-Employed,Logistics,28.0,182279.0,Tablet,Linux,Moderate,English,Social Media,2024-01-30,2025-06-08,Yes,Premium,Yes,345.0,Yes,274.0,79.84,5.0,Premium
U100481,April,Davis,alicia36@example.com,USA,Nelsonchester,34.0,Non-Binary,Widowed,PhD,Employed,Manufacturing,22.0,198472.0,Desktop,Android,Heavy,Portuguese,Referral,2023-09-24,2025-06-13,Yes,Premium,No,374.0,No,349.0,13.58,4.0,Premium
U100495,Kelli,Nash,mowens@example.net,Japan,Wellsland,65.0,Female,Married,High School,Student,Healthcare,16.0,182949.0,Mobile,macOS,Heavy,Mandarin,Email,2020-11-07,2025-06-21,No,Free,Yes,681.0,Yes,113.0,13.04,7.0,Budget
U100496,Alan,Hicks,cbowen@example.net,Germany,Derricktown,42.0,Female,Single,PhD,Unemployed,Manufacturing,29.0,193203.0,Mobile,iOS,Heavy,Mandarin,Social Media,2022-06-29,2025-06-05,Yes,Premium,No,491.0,Yes,477.0,8.97,5.0,Budget
U100499,Lori,Maxwell,becky87@example.net,Australia,Port Jennifer,18.0,Female,Single,PhD,Student,Finance,6.0,188239.0,Mobile,Android,Light,French,Referral,2022-06-07,2025-05-30,Yes,Premium,Yes,555.0,No,202.0,89.79,6.0,Budget
U100514,Trevor,Parker,calderonjohn@example.net,Russia,North Michaelfurt,45.0,Female,Single,High School,Self-Employed,Education,7.0,198353.0,Tablet,Windows,Heavy,Arabic,Referral,2021-02-19,2025-06-06,Yes,Premium,No,475.0,Yes,402.0,79.47,6.0,Premium
U100521,Lisa,Williams,grimessara@example.org,Australia,Taraburgh,22.0,Female,Single,High School,Self-Employed,Manufacturing,28.0,186774.0,Mobile,Windows,Moderate,Mandarin,Referral,2024-08-05,2025-06-01,No,Enterprise,Yes,439.0,No,4.0,20.5,9.0,Mid-tier
U100531,Dylan,Kramer,jgraham@example.com,UK,New Kevinstad,47.0,Female,Widowed,High School,Student,Healthcare,6.0,182078.0,Tablet,Windows,Light,Spanish,Referral,2024-12-09,2025-06-15,Yes,Basic,No,309.0,Yes,332.0,74.3,2.0,Budget
U100546,Kimberly,Duncan,millerscott@example.org,India,Lake William,21.0,Female,Married,High School,Employed,Logistics,3.0,180198.0,Mobile,Android,Heavy,French,Social Media,2023-07-24,2025-06-24,Yes,Free,Yes,605.0,No,19.0,29.08,6.0,Mid-tier
U100551,Michael,Mcclain,karencurry@example.org,UK,New Ashley,66.0,Non-Binary,Widowed,Diploma,Employed,Manufacturing,16.0,189273.0,Tablet,Android,Heavy,Hindi,Direct,2021-06-01,2025-06-07,No,Enterprise,No,714.0,No,244.0,36.86,9.0,Mid-tier
U100560,Tina,Peters,dschmidt@example.net,India,Jameston,50.0,Female,Married,High School,Student,Healthcare,12.0,196574.0,Desktop,Linux,Heavy,Spanish,Direct,2024-03-17,2025-06-25,No,Free,No,539.0,Yes,31.0,71.0,4.0,Budget
U100561,Lisa,Mathews,davischristy@example.net,USA,New Angel,50.0,Male,Divorced,Master,Employed,Education,0.0,187976.0,Mobile,Android,Heavy,French,Direct,2020-08-15,2025-05-31,Yes,Basic,No,320.0,No,436.0,29.83,2.0,Premium
U100571,Lisa,Lawrence,reginald16@example.net,South Korea,Herreraton,60.0,Female,Widowed,Master,Self-Employed,Finance,36.0,188027.0,Mobile,Windows,Heavy,Mandarin,Email,2023-10-09,2025-06-03,No,Enterprise,Yes,614.0,No,95.0,77.31,4.0,Premium
U100580,Mark,Christensen,xsanchez@example.org,Russia,Dannystad,67.0,Non-Binary,Widowed,Bachelor,Student,Manufacturing,30.0,197952.0,Mobile,iOS,Light,Hindi,Ad Campaign,2024-01-27,2025-06-18,Yes,Enterprise,No,419.0,Yes,38.0,56.12,2.0,Premium
U100582,Mark,Mays,hernandezfrederick@example.com,China,New Hector,40.0,Male,Divorced,High School,Student,IT,16.0,199570.0,Mobile,macOS,Heavy,Mandarin,Referral,2022-03-14,2025-06-07,Yes,Premium,No,699.0,No,28.0,96.0,9.0,Mid-tier
U100585,Justin,Walter,carolyn70@example.net,Brazil,New Johnchester,25.0,Non-Binary,Divorced,PhD,Unemployed,Healthcare,35.0,189268.0,Tablet,Linux,Moderate,Arabic,Email,2021-02-21,2025-06-17,No,Basic,Yes,845.0,No,479.0,97.23,9.0,Budget
U100620,Angel,Morgan,michaelhudson@example.net,China,South Rhondaland,29.0,Non-Binary,Single,Master,Student,Logistics,32.0,197480.0,Desktop,Windows,Moderate,French,Social Media,2022-06-29,2025-05-30,No,Basic,No,722.0,No,167.0,91.09,6.0,Mid-tier
U100622,Greg,Pacheco,mitchellpatrick@example.org,Egypt,West Michaelstad,30.0,Female,Married,Bachelor,Self-Employed,Finance,27.0,195607.0,Desktop,Android,Heavy,English,Referral,2025-02-08,2025-05-31,Yes,Enterprise,No,608.0,Yes,348.0,65.27,8.0,Mid-tier
U100645,Sheri,Jackson,katie72@example.org,France,East Amanda,31.0,Male,Widowed,Diploma,Self-Employed,Healthcare,26.0,180834.0,Tablet,Android,Moderate,Arabic,Email,2022-06-26,2025-06-01,Yes,Enterprise,Yes,817.0,Yes,475.0,86.28,3.0,Budget
U100672,Tyler,Leonard,farmermark@example.org,USA,New Cynthiashire,35.0,Female,Single,Master,Self-Employed,Manufacturing,23.0,190034.0,Mobile,Windows,Heavy,Arabic,Direct,2023-08-08,2025-06-05,No,Free,No,343.0,No,43.0,33.64,1.0,Mid-tier
U100681,Jimmy,Gould,kellyjason@example.net,Australia,Wolfstad,63.0,Non-Binary,Divorced,PhD,Unemployed,Retail,14.0,182854.0,Mobile,Windows,Moderate,Mandarin,Ad Campaign,2020-08-08,2025-06-05,Yes,Basic,No,703.0,No,252.0,16.09,3.0,Budget
U100691,Melissa,Mcgrath,stephenwood@example.com,India,New Rachael,54.0,Male,Widowed,Diploma,Student,Logistics,38.0,189245.0,Mobile,Linux,Heavy,Portuguese,Ad Campaign,2021-06-21,2025-06-10,No,Free,Yes,429.0,Yes,400.0,50.6,9.0,Mid-tier
U100694,Ana,Marsh,johnperry@example.com,Egypt,East Donald,25.0,Non-Binary,Married,Master,Self-Employed,Healthcare,25.0,186580.0,Desktop,iOS,Moderate,Hindi,Referral,2020-06-28,2025-06-10,No,Premium,Yes,544.0,No,90.0,51.5,2.0,Budget
U100704,Elizabeth,Lowe,amora@example.com,USA,Lake Sean,21.0,Non-Binary,Single,Diploma,Employed,Logistics,34.0,184244.0,Desktop,macOS,Moderate,French,Ad Campaign,2022-11-07,2025-05-29,Yes,Free,Yes,844.0,Yes,122.0,2.32,8.0,Budget
U100705,James,Keller,alexis96@example.net,UK,Port Reginald,53.0,Non-Binary,Married,High School,Student,Finance,26.0,184132.0,Mobile,Windows,Moderate,Hindi,Direct,2023-05-03,2025-06-02,No,Free,Yes,712.0,No,154.0,19.34,7.0,Budget
U100713,Sarah,Dawson,dennismiles@example.com,Mexico,Matthewborough,43.0,Male,Widowed,Bachelor,Employed,Logistics,13.0,197310.0,Tablet,Linux,Heavy,Arabic,Direct,2024-03-19,2025-06-10,Yes,Enterprise,No,718.0,No,153.0,41.61,9.0,Premium
U100720,Andrea,Roberts,underwoodjeffrey@example.com,Brazil,Matthewberg,45.0,Non-Binary,Divorced,Bachelor,Self-Employed,Logistics,23.0,195079.0,Tablet,Linux,Light,Arabic,Referral,2023-03-16,2025-06-16,Yes,Premium,Yes,769.0,No,414.0,89.64,6.0,Budget
U100722,Keith,Young,wfoster@example.com,Mexico,West Charles,45.0,Male,Married,Master,Student,Education,24.0,186176.0,Desktop,macOS,Light,Mandarin,Referral,2024-11-28,2025-06-06,Yes,Enterprise,No,614.0,No,163.0,5.53,3.0,Mid-tier
U100726,James,Gray,frank40@example.com,France,Lake Scott,18.0,Non-Binary,Divorced,Master,Employed,Healthcare,21.0,193382.0,Mobile,Android,Light,Portuguese,Email,2020-07-23,2025-06-24,Yes,Basic,No,795.0,Yes,7.0,83.2,8.0,Premium
U100742,Andrea,Baker,smithjessica@example.com,Japan,Elizabethfurt,38.0,Male,Divorced,PhD,Unemployed,IT,31.0,198933.0,Tablet,Windows,Light,English,Social Media,2024-04-05,2025-06-15,Yes,Basic,Yes,616.0,Yes,67.0,20.12,7.0,Budget
U100750,Caitlin,Fitzgerald,harveysteven@example.org,Nigeria,Clarkchester,64.0,Non-Binary,Married,PhD,Self-Employed,Manufacturing,39.0,198785.0,Mobile,macOS,Heavy,Spanish,Email,2024-07-13,2025-06-23,No,Free,No,594.0,No,33.0,29.89,9.0,Budget
U100753,Sophia,Avery,tiffany84@example.net,UK,West Derek,31.0,Non-Binary,Widowed,Master,Employed,IT,36.0,183747.0,Mobile,Windows,Light,Mandarin,Email,2023-11-09,2025-06-15,Yes,Premium,No,493.0,Yes,436.0,78.98,9.0,Budget
U100774,David,Johnson,rebeccarivera@example.com,UK,Adamschester,25.0,Female,Divorced,Bachelor,Student,Education,30.0,188437.0,Tablet,Windows,Heavy,Portuguese,Social Media,2024-04-25,2025-06-08,No,Enterprise,No,421.0,No,204.0,51.07,4.0,Mid-tier
U100793,Benjamin,Bryant,erikhodge@example.com,France,South Shelby,23.0,Non-Binary,Single,PhD,Unemployed,IT,0.0,190363.0,Desktop,Linux,Heavy,Mandarin,Ad Campaign,2023-10-03,2025-06-10,No,Free,No,367.0,Yes,433.0,91.73,4.0,Budget
U100797,Amanda,Cabrera,smithrhonda@example.org,Nigeria,Mossville,64.0,Female,Single,Diploma,Self-Employed,Finance,3.0,180446.0,Mobile,Android,Moderate,Spanish,Ad Campaign,2023-04-22,2025-06-04,No,Free,Yes,460.0,No,183.0,43.83,1.0,Budget
U100805,Elizabeth,Franklin,kingrichard@example.net,Egypt,Nicolefort,50.0,Non-Binary,Widowed,Diploma,Unemployed,Education,19.0,188958.0,Desktop,Linux,Light,Spanish,Social Media,2023-05-07,2025-06-06,No,Premium,Yes,805.0,Yes,232.0,82.89,6.0,Mid-tier
U100813,John,Dawson,vmorgan@example.net,Germany,Tranville,43.0,Female,Single,High School,Unemployed,Finance,14.0,195193.0,Tablet,Linux,Moderate,French,Direct,2024-12-29,2025-06-03,Yes,Basic,Yes,561.0,Yes,367.0,46.12,6.0,Budget
U100821,Jessica,Fuentes,xferguson@example.org,Russia,Port Debraside,58.0,Female,Married,Bachelor,Employed,Retail,38.0,184008.0,Desktop,Linux,Light,Portuguese,Social Media,2024-03-14,2025-06-03,Yes,Premium,Yes,825.0,No,180.0,26.42,4.0,Mid-tier
U100822,Emily,Blackburn,sherrybauer@example.org,China,Lake Kylefurt,52.0,Non-Binary,Married,Master,Self-Employed,Logistics,21.0,192262.0,Mobile,macOS,Light,English,Direct,2024-08-14,2025-06-08,No,Premium,Yes,475.0,No,469.0,10.58,5.0,Mid-tier
U100825,Rachel,Carlson,cartergrace@example.com,Germany,Perryland,65.0,Female,Divorced,Bachelor,Self-Employed,Healthcare,30.0,197936.0,Tablet,macOS,Heavy,Mandarin,Ad Campaign,2020-08-03,2025-06-10,No,Free,Yes,301.0,Yes,225.0,10.8,2.0,Premium
U100828,Amber,Arellano,brucedunn@example.net,UK,Brockstad,34.0,Male,Single,Diploma,Self-Employed,Retail,38.0,193731.0,Desktop,iOS,Moderate,English,Direct,2024-03-05,2025-06-22,No,Enterprise,Yes,662.0,No,298.0,75.97,9.0,Premium
U100873,Carla,Harrison,martinpadilla@example.net,Russia,East Eric,32.0,Female,Married,PhD,Student,Logistics,12.0,197837.0,Desktop,Android,Light,French,Ad Campaign,2023-04-17,2025-06-18,Yes,Premium,No,781.0,No,145.0,82.27,2.0,Budget
U100899,Meredith,Shaw,brittany87@example.org,Mexico,Bateston,68.0,Non-Binary,Single,High School,Self-Employed,IT,25.0,188391.0,Mobile,Android,Moderate,Mandarin,Social Media,2024-02-06,2025-06-13,No,Premium,No,683.0,No,302.0,87.59,9.0,Premium
U100902,Colleen,Simmons,lesliepeterson@example.net,Russia,New Parker,46.0,Male,Married,Diploma,Student,IT,13.0,196963.0,Desktop,Windows,Heavy,Spanish,Direct,2022-10-22,2025-06-22,Yes,Enterprise,Yes,364.0,Yes,328.0,24.53,5.0,Premium
U100905,Jacob,Perez,owensjeanette@example.net,Canada,North Brittany,34.0,Non-Binary,Divorced,Master,Unemployed,Education,28.0,196766.0,Desktop,iOS,Heavy,French,Email,2023-06-20,2025-06-04,No,Basic,No,836.0,No,251.0,71.23,3.0,Budget
U100925,Shannon,Nunez,kimberlyortiz@example.com,France,Charlesberg,33.0,Male,Single,Master,Employed,Finance,0.0,193315.0,Mobile,Linux,Light,English,Direct,2022-10-29,2025-06-21,Yes,Premium,Yes,659.0,No,221.0,25.22,5.0,Budget
U100930,Kelly,Williams,stevengaines@example.org,Canada,Port Bryan,42.0,Male,Widowed,High School,Employed,Finance,0.0,196084.0,Mobile,Android,Light,Spanish,Referral,2020-12-16,2025-06-06,Yes,Free,No,345.0,No,450.0,48.97,6.0,Budget
U100942,Glenn,Bryant,lisakim@example.org,South Korea,Trevormouth,35.0,Male,Widowed,Master,Employed,Manufacturing,9.0,187730.0,Tablet,iOS,Moderate,Hindi,Direct,2021-07-16,2025-06-25,No,Enterprise,No,534.0,Yes,441.0,39.1,9.0,Mid-tier
U100944,Christopher,Barnes,edwardadams@example.net,India,East Aaron,59.0,Female,Divorced,PhD,Employed,Retail,22.0,189759.0,Tablet,macOS,Heavy,Arabic,Ad Campaign,2022-07-04,2025-06-13,Yes,Basic,Yes,420.0,Yes,118.0,33.98,2.0,Premium
U100952,Terri,Green,ashleynelson@example.org,UK,Sanchezborough,43.0,Female,Married,Bachelor,Employed,Retail,38.0,199706.0,Mobile,Windows,Moderate,Mandarin,Direct,2021-03-24,2025-06-17,No,Basic,Yes,429.0,Yes,39.0,41.67,5.0,Budget
U100974,Christopher,Mitchell,lawrencesamantha@example.com,China,Jennifershire,52.0,Non-Binary,Single,High School,Employed,Manufacturing,38.0,197564.0,Tablet,Windows,Heavy,English,Ad Campaign,2025-06-23,2025-05-31,Yes,Basic,Yes,692.0,No,149.0,68.88,6.0,Mid-tier
U101001,James,King,aprilhinton@example.net,South Korea,North Kylemouth,68.0,Male,Married,Diploma,Unemployed,Retail,1.0,197871.0,Mobile,macOS,Light,Mandarin,Ad Campaign,2022-04-12,2025-06-02,Yes,Enterprise,No,517.0,Yes,247.0,34.59,1.0,Budget
U101039,Daniel,Smith,fbarnes@example.net,Japan,Aliport,69.0,Female,Divorced,High School,Employed,IT,2.0,182419.0,Desktop,Windows,Moderate,Mandarin,Direct,2022-03-11,2025-06-20,No,Premium,No,806.0,Yes,268.0,28.74,8.0,Budget
